client_id,age,job,marital,education,credit_default,mortgage
55,55,technician,married,professional_course,,1
56,50,management,married,university_degree,,2
57,45,services,married,high_school,,1
58,55,unemployed,married,professional_course,,1
59,25,technician,single,university_degree,0,1
60,47,entrepreneur,married,university_degree,,2
61,51,blue_collar,married,basic_9y,0,1
62,42,blue_collar,married,basic_6y,,1
63,42,blue_collar,married,basic_6y,,2
64,48,admin,married,high_school,0,2
65,37,admin,married,university_degree,0,2
66,44,blue_collar,single,basic_9y,0,1
67,33,admin,married,unknown,0,1
68,56,admin,married,basic_9y,0,1
69,44,blue_collar,single,basic_4y,,1
70,41,management,married,basic_6y,0,2
71,44,management,divorced,university_degree,0,1
72,47,admin,married,university_degree,,1
73,57,unknown,married,unknown,,2
74,37,admin,married,university_degree,,1
75,41,blue_collar,divorced,basic_4y,,1
76,55,technician,married,university_degree,0,2
77,33,services,married,high_school,,1
78,55,management,married,unknown,,1
79,42,blue_collar,married,basic_9y,,2
80,50,blue_collar,married,basic_4y,,1
81,51,blue_collar,married,basic_4y,,
82,38,admin,married,high_school,,2
83,49,entrepreneur,married,university_degree,,1
84,38,technician,single,university_degree,0,2
85,31,admin,divorced,high_school,0,2
86,41,management,married,basic_6y,0,2
87,39,admin,married,university_degree,0,1
88,49,technician,married,basic_9y,0,2
89,34,admin,married,high_school,0,1
90,35,admin,married,university_degree,0,1
91,57,unknown,married,unknown,,1
92,60,admin,married,unknown,,2
93,33,unemployed,married,basic_9y,0,2
94,42,blue_collar,married,basic_6y,0,2
95,45,services,married,professional_course,0,1
96,42,management,married,university_degree,0,2
97,53,admin,divorced,university_degree,,2
98,37,technician,single,professional_course,0,2
99,44,blue_collar,married,basic_6y,0,2
100,54,services,married,unknown,0,1
101,49,blue_collar,married,basic_4y,0,2
102,54,services,married,unknown,0,2
103,52,admin,divorced,university_degree,0,2
104,52,admin,divorced,university_degree,0,2
105,43,services,single,high_school,,2
106,34,housemaid,married,basic_6y,0,1
107,35,admin,married,high_school,0,1
108,42,entrepreneur,married,unknown,,1
109,43,technician,married,unknown,,1
110,60,retired,divorced,university_degree,,2
111,58,unemployed,married,basic_4y,,2
112,35,services,divorced,high_school,0,1
113,55,blue_collar,married,basic_9y,,1
114,37,management,married,university_degree,0,2
115,36,blue_collar,married,high_school,0,2
116,52,admin,divorced,university_degree,0,2
117,57,blue_collar,divorced,unknown,,1
118,56,admin,married,unknown,0,1
119,48,blue_collar,divorced,basic_4y,,1
120,40,blue_collar,married,high_school,,1
121,49,blue_collar,divorced,high_school,0,2
122,41,services,married,high_school,0,2
123,45,technician,married,high_school,0,1
124,32,admin,married,university_degree,0,1
125,42,admin,married,university_degree,0,2
126,50,admin,married,basic_6y,0,2
127,31,technician,divorced,professional_course,0,1
128,56,retired,married,basic_4y,0,1
129,41,technician,married,professional_course,,1
130,37,blue_collar,married,basic_6y,0,1
131,41,technician,married,professional_course,,2
132,35,blue_collar,married,unknown,0,1
133,37,blue_collar,married,basic_6y,0,1
134,52,management,married,university_degree,0,2
135,39,management,divorced,university_degree,0,2
136,39,housemaid,married,basic_4y,,2
137,56,blue_collar,married,basic_4y,,2
138,34,services,married,high_school,0,1
139,45,blue_collar,married,basic_9y,,1
140,43,unemployed,single,university_degree,0,1
141,56,management,married,unknown,0,1
142,39,management,married,university_degree,0,1
143,53,blue_collar,married,basic_4y,0,1
144,38,unknown,divorced,high_school,,1
145,42,blue_collar,married,basic_4y,,1
146,42,blue_collar,married,basic_4y,,2
147,35,admin,single,high_school,0,1
148,40,admin,married,university_degree,,1
149,51,blue_collar,married,basic_4y,0,1
150,60,blue_collar,married,basic_9y,,2
151,56,entrepreneur,married,unknown,,1
152,39,services,divorced,high_school,,1
153,56,entrepreneur,married,unknown,,2
154,40,blue_collar,married,unknown,0,1
155,36,blue_collar,married,basic_9y,0,1
156,51,blue_collar,married,unknown,,1
157,51,blue_collar,married,unknown,,2
158,43,technician,single,professional_course,0,1
159,59,services,married,high_school,0,2
160,24,management,single,university_degree,0,1
161,37,blue_collar,single,basic_9y,,1
162,40,blue_collar,married,basic_9y,,2
163,42,blue_collar,married,basic_9y,,2
164,39,services,divorced,high_school,,2
165,37,entrepreneur,married,basic_6y,0,2
166,38,services,married,high_school,0,1
167,56,admin,divorced,unknown,,2
168,40,blue_collar,married,unknown,0,2
169,54,management,divorced,university_degree,0,1
170,43,blue_collar,married,high_school,,2
171,36,services,married,high_school,,2
172,45,technician,married,university_degree,0,1
173,42,admin,single,university_degree,,2
174,43,services,married,high_school,0,2
175,46,management,married,basic_9y,0,2
176,44,services,married,high_school,0,1
177,51,admin,single,basic_6y,0,2
178,28,services,married,high_school,0,1
179,37,blue_collar,married,basic_9y,0,2
180,34,technician,married,high_school,0,2
181,46,blue_collar,married,basic_6y,,1
182,42,blue_collar,married,basic_9y,0,1
183,36,admin,married,university_degree,0,1
184,54,blue_collar,married,basic_4y,,2
185,57,management,married,university_degree,0,2
186,51,technician,married,basic_6y,,2
187,54,retired,married,high_school,,2
188,49,blue_collar,married,basic_4y,,2
189,34,admin,married,university_degree,0,1
190,41,technician,married,professional_course,0,2
191,38,blue_collar,single,basic_9y,0,1
192,45,management,divorced,university_degree,0,2
193,42,technician,married,university_degree,0,2
194,34,blue_collar,single,basic_9y,,1
195,48,blue_collar,married,basic_4y,0,1
196,37,admin,married,high_school,,1
197,34,blue_collar,single,basic_9y,,2
198,40,admin,married,basic_9y,,1
199,43,blue_collar,married,basic_6y,0,1
200,33,services,married,high_school,0,2
201,32,services,single,basic_6y,0,2
202,39,blue_collar,married,high_school,0,1
203,43,admin,married,unknown,0,2
204,44,blue_collar,married,basic_9y,0,1
205,35,student,single,university_degree,,2
206,35,student,single,university_degree,,1
207,35,unemployed,married,professional_course,0,2
208,36,services,single,basic_4y,0,2
209,35,student,single,university_degree,,1
210,36,student,single,basic_9y,0,1
211,55,housemaid,divorced,university_degree,0,2
212,59,admin,married,university_degree,0,2
213,57,retired,married,unknown,,2
214,39,blue_collar,married,professional_course,,1
215,39,housemaid,married,basic_4y,,1
216,30,blue_collar,single,unknown,0,1
217,30,blue_collar,single,unknown,0,1
218,50,housemaid,married,basic_4y,,2
219,40,services,married,high_school,0,2
220,35,admin,married,high_school,0,1
221,43,technician,married,unknown,,2
222,36,services,single,basic_6y,,1
223,46,technician,married,basic_4y,,1
224,40,technician,married,basic_9y,0,2
225,58,retired,married,university_degree,0,2
226,42,technician,married,university_degree,0,2
227,35,admin,single,university_degree,0,2
228,43,retired,married,basic_4y,,2
229,45,blue_collar,married,basic_4y,0,1
230,39,admin,married,professional_course,0,1
231,50,services,divorced,professional_course,0,1
232,32,management,divorced,basic_4y,,1
233,39,admin,married,high_school,,2
234,52,self_employed,married,university_degree,,2
235,44,admin,married,professional_course,0,1
236,56,blue_collar,married,basic_4y,0,2
237,48,admin,married,high_school,0,2
238,33,services,married,high_school,,2
239,43,management,married,university_degree,,2
240,57,retired,married,high_school,0,2
241,36,technician,single,professional_course,0,2
242,34,management,married,university_degree,0,1
243,34,services,single,basic_9y,0,2
244,30,technician,married,university_degree,,2
245,33,services,divorced,unknown,0,2
246,32,technician,single,professional_course,0,2
247,36,technician,single,high_school,0,1
248,36,blue_collar,single,high_school,0,2
249,33,services,single,high_school,0,2
250,40,technician,divorced,professional_course,0,2
251,41,blue_collar,married,basic_4y,0,1
252,51,services,married,basic_6y,0,1
253,36,technician,married,professional_course,0,1
254,28,services,married,unknown,0,2
255,53,services,married,high_school,0,1
256,58,blue_collar,married,basic_9y,,1
257,45,management,married,basic_9y,0,2
258,43,technician,married,unknown,0,1
259,33,admin,married,high_school,0,2
260,33,admin,married,high_school,0,2
261,27,blue_collar,single,basic_6y,0,
262,42,technician,married,high_school,0,2
263,43,admin,divorced,basic_9y,0,2
264,42,admin,married,university_degree,0,2
265,27,blue_collar,single,basic_6y,0,2
266,34,self_employed,single,university_degree,0,1
267,31,student,single,university_degree,,2
268,54,management,divorced,university_degree,0,2
269,40,self_employed,married,basic_4y,,2
270,52,unemployed,married,high_school,,1
271,47,management,divorced,university_degree,0,2
272,49,housemaid,married,basic_9y,,2
273,32,admin,single,high_school,0,2
274,49,housemaid,single,high_school,,1
275,50,blue_collar,married,basic_9y,,2
276,34,services,married,high_school,0,2
277,55,blue_collar,married,basic_4y,,2
278,47,technician,single,basic_9y,0,2
279,51,retired,married,professional_course,0,2
280,47,blue_collar,married,basic_6y,0,2
281,56,technician,married,basic_4y,0,1
282,53,admin,married,basic_9y,0,2
283,36,blue_collar,married,basic_9y,0,1
284,42,blue_collar,divorced,basic_9y,0,1
285,44,blue_collar,divorced,basic_6y,0,2
286,39,housemaid,married,basic_9y,0,1
287,37,admin,single,high_school,0,1
288,60,blue_collar,married,unknown,,1
289,36,services,married,high_school,0,2
290,42,management,divorced,university_degree,0,1
291,31,admin,married,high_school,0,1
292,53,technician,divorced,professional_course,,2
293,45,blue_collar,married,basic_4y,0,1
294,37,technician,single,professional_course,0,1
295,47,self_employed,married,professional_course,0,2
296,49,blue_collar,divorced,high_school,0,2
297,36,admin,married,university_degree,0,1
298,35,services,divorced,high_school,0,2
299,38,unknown,married,unknown,,2
300,38,services,single,high_school,,2
301,50,blue_collar,divorced,high_school,,2
302,59,retired,married,professional_course,,2
303,43,unknown,married,unknown,0,1
304,42,admin,married,high_school,0,1
305,40,admin,married,basic_6y,,1
306,46,blue_collar,married,unknown,,2
307,57,housemaid,divorced,basic_4y,0,1
308,42,admin,married,university_degree,0,1
309,41,blue_collar,married,basic_4y,0,1
310,54,management,divorced,university_degree,0,1
311,27,admin,single,university_degree,0,2
312,36,admin,married,high_school,0,2
313,58,blue_collar,married,professional_course,,1
314,40,management,married,university_degree,,1
315,34,admin,single,basic_9y,,2
316,33,admin,divorced,high_school,0,2
317,56,retired,married,basic_6y,0,2
318,42,blue_collar,married,basic_9y,0,2
319,43,services,married,high_school,0,1
320,54,management,single,basic_9y,0,1
321,53,admin,single,basic_6y,0,1
322,42,technician,single,unknown,0,2
323,40,services,married,basic_6y,,2
324,54,technician,married,professional_course,0,1
325,40,housemaid,single,professional_course,0,2
326,26,admin,single,university_degree,0,1
327,33,admin,married,high_school,0,2
328,35,blue_collar,married,basic_9y,,2
329,36,admin,married,high_school,0,2
330,29,services,single,high_school,0,1
331,36,blue_collar,married,basic_9y,0,1
332,35,management,married,high_school,0,1
333,50,self_employed,single,university_degree,0,2
334,46,services,married,high_school,,1
335,49,entrepreneur,married,high_school,0,1
336,42,technician,single,professional_course,,1
337,36,blue_collar,single,high_school,0,1
338,55,blue_collar,married,basic_9y,,1
339,41,management,married,university_degree,,2
340,57,management,married,professional_course,,1
341,32,services,single,high_school,0,1
342,49,admin,married,basic_9y,0,2
343,57,unknown,married,unknown,,1
344,58,blue_collar,divorced,basic_4y,0,1
345,52,technician,married,high_school,0,1
346,50,services,divorced,professional_course,0,2
347,41,blue_collar,single,basic_9y,,1
348,33,entrepreneur,married,university_degree,0,1
349,57,blue_collar,married,basic_4y,0,2
350,48,blue_collar,married,basic_6y,,2
351,55,technician,married,professional_course,0,2
352,38,management,married,university_degree,0,2
353,38,services,married,high_school,0,1
354,53,admin,married,university_degree,0,1
355,43,unemployed,single,university_degree,0,2
356,36,blue_collar,single,high_school,0,2
357,32,blue_collar,married,basic_9y,0,2
358,33,services,married,basic_4y,0,2
359,58,entrepreneur,married,basic_4y,0,1
360,40,unemployed,divorced,high_school,,2
361,57,management,married,university_degree,0,1
362,45,technician,married,high_school,0,1
363,42,blue_collar,married,basic_4y,,1
364,46,admin,married,university_degree,0,1
365,36,technician,married,university_degree,0,2
366,41,self_employed,married,high_school,0,1
367,57,admin,divorced,basic_9y,0,2
368,49,blue_collar,married,basic_9y,,1
369,56,management,divorced,high_school,0,2
370,37,blue_collar,married,basic_9y,0,2
371,37,blue_collar,married,basic_9y,0,2
372,46,admin,single,high_school,0,1
373,22,blue_collar,single,basic_9y,0,1
374,43,services,married,high_school,0,2
375,49,blue_collar,married,unknown,0,2
376,41,technician,married,basic_6y,0,1
377,38,admin,single,university_degree,0,2
378,33,admin,married,basic_9y,0,2
379,49,admin,married,university_degree,0,1
380,30,blue_collar,single,unknown,0,2
381,33,admin,married,basic_9y,0,1
382,34,management,single,university_degree,0,2
383,30,student,single,unknown,,2
384,59,management,married,basic_4y,,1
385,59,management,married,basic_4y,,
386,41,self_employed,married,university_degree,0,2
387,48,housemaid,married,basic_6y,,1
388,28,unknown,single,unknown,,1
389,44,services,married,high_school,0,1
390,59,retired,unknown,university_degree,,2
391,50,management,married,high_school,,2
392,35,admin,married,university_degree,0,2
393,42,admin,married,high_school,0,2
394,45,admin,married,basic_9y,0,2
395,36,technician,married,professional_course,0,2
396,56,services,married,high_school,,2
397,29,blue_collar,divorced,basic_4y,0,2
398,41,self_employed,married,university_degree,0,1
399,42,blue_collar,married,basic_9y,,2
400,52,services,single,high_school,0,2
401,48,services,married,high_school,,
402,31,blue_collar,married,high_school,,1
403,43,unemployed,married,university_degree,,1
404,36,blue_collar,married,basic_4y,,2
405,42,entrepreneur,married,university_degree,0,1
406,52,services,divorced,basic_6y,0,2
407,39,admin,married,high_school,0,1
408,36,services,married,high_school,0,2
409,42,blue_collar,married,basic_9y,,1
410,41,admin,married,high_school,0,2
411,55,technician,married,basic_4y,0,2
412,30,blue_collar,married,basic_9y,0,2
413,57,retired,unknown,basic_4y,0,2
414,45,entrepreneur,married,basic_4y,,1
415,51,blue_collar,married,basic_4y,,1
416,39,self_employed,single,basic_9y,,1
417,47,admin,married,high_school,,2
418,27,services,married,high_school,0,1
419,34,technician,single,university_degree,0,1
420,57,blue_collar,married,basic_4y,,1
421,43,entrepreneur,married,basic_4y,0,2
422,49,blue_collar,married,basic_4y,,2
423,39,management,married,university_degree,,2
424,38,blue_collar,married,basic_4y,,1
425,49,blue_collar,married,basic_9y,0,2
426,58,management,married,basic_6y,0,2
427,43,technician,married,professional_course,0,1
428,50,unknown,married,unknown,,1
429,31,services,married,high_school,,2
430,43,self_employed,divorced,university_degree,0,2
431,43,self_employed,married,basic_9y,,2
432,30,self_employed,single,university_degree,0,1
433,27,services,single,professional_course,0,1
434,51,services,married,unknown,,2
435,37,technician,married,professional_course,0,1
436,46,housemaid,married,basic_9y,0,1
437,35,blue_collar,married,professional_course,0,2
438,47,admin,divorced,university_degree,0,2
439,46,management,married,unknown,0,1
440,40,technician,married,professional_course,,2
441,26,housemaid,married,university_degree,0,2
442,32,blue_collar,divorced,basic_9y,,2
443,45,management,married,university_degree,0,1
444,34,admin,married,basic_9y,0,2
445,47,blue_collar,married,unknown,,2
446,42,technician,married,professional_course,0,2
447,57,technician,married,basic_4y,,2
448,57,technician,married,basic_4y,,2
449,38,blue_collar,married,basic_4y,0,2
450,57,technician,married,basic_4y,,2
451,28,student,single,basic_9y,,1
452,60,management,married,university_degree,0,2
453,48,admin,married,university_degree,0,1
454,47,technician,married,professional_course,0,1
455,40,admin,married,high_school,0,2
456,51,management,married,professional_course,,1
457,48,unemployed,single,basic_4y,0,1
458,54,housemaid,married,basic_4y,0,2
459,40,blue_collar,married,basic_6y,0,2
460,44,admin,single,basic_9y,,2
461,42,technician,divorced,high_school,0,2
462,52,self_employed,married,university_degree,0,1
463,31,blue_collar,single,basic_9y,0,1
464,32,services,married,high_school,0,2
465,44,admin,married,high_school,0,1
466,39,management,married,basic_6y,,2
467,57,management,married,professional_course,,1
468,52,admin,married,basic_4y,0,1
469,42,management,married,university_degree,0,2
470,42,technician,single,professional_course,,
471,43,management,married,professional_course,0,1
472,31,admin,divorced,high_school,0,2
473,29,admin,married,university_degree,,1
474,57,blue_collar,divorced,basic_4y,0,2
475,44,blue_collar,married,basic_9y,,2
476,59,unknown,married,unknown,,2
477,39,blue_collar,married,basic_4y,,2
478,57,retired,married,university_degree,0,2
479,41,management,married,unknown,,2
480,37,technician,single,high_school,,2
481,38,services,married,high_school,0,1
482,42,retired,married,basic_4y,0,2
483,49,unknown,married,unknown,,1
484,54,management,married,basic_6y,,1
485,36,admin,married,university_degree,0,
486,32,admin,single,university_degree,,2
487,35,technician,married,professional_course,0,1
488,45,housemaid,married,professional_course,,2
489,56,technician,married,unknown,0,1
490,34,technician,married,university_degree,0,1
491,41,unemployed,married,basic_9y,,2
492,41,services,married,basic_9y,0,2
493,36,blue_collar,married,basic_9y,,2
494,32,admin,single,university_degree,,
495,31,services,married,high_school,,
496,38,technician,married,professional_course,0,1
497,35,admin,divorced,university_degree,,1
498,53,admin,married,professional_course,0,1
499,51,admin,married,basic_6y,,1
500,56,entrepreneur,married,university_degree,,2
501,33,admin,married,basic_9y,0,
502,33,admin,married,basic_9y,0,2
503,51,services,divorced,high_school,,1
504,39,services,married,high_school,,1
505,45,entrepreneur,married,university_degree,0,2
506,40,technician,single,university_degree,0,2
507,60,unknown,single,unknown,,1
508,33,technician,married,university_degree,0,1
509,47,blue_collar,married,high_school,,1
510,48,blue_collar,married,basic_4y,0,2
511,43,entrepreneur,married,high_school,0,2
512,37,management,married,university_degree,0,1
513,50,services,married,basic_9y,0,1
514,59,entrepreneur,married,high_school,0,1
515,32,technician,married,unknown,,1
516,42,housemaid,single,basic_4y,,1
517,52,blue_collar,married,basic_4y,0,2
518,42,blue_collar,married,unknown,,2
519,42,admin,married,unknown,0,2
520,40,management,married,basic_9y,,
521,38,blue_collar,married,basic_9y,0,2
522,39,blue_collar,married,basic_6y,0,1
523,39,blue_collar,married,basic_6y,0,2
524,38,admin,married,high_school,0,2
525,47,admin,single,unknown,,1
526,30,services,single,high_school,0,2
527,38,admin,divorced,high_school,0,1
528,39,technician,divorced,university_degree,0,2
529,44,admin,married,high_school,0,2
530,36,admin,married,high_school,0,2
531,41,services,married,high_school,,1
532,41,blue_collar,married,basic_6y,0,2
533,35,blue_collar,married,basic_9y,0,2
534,41,technician,married,high_school,0,2
535,36,services,married,high_school,,2
536,35,admin,single,high_school,0,1
537,33,blue_collar,single,basic_4y,,2
538,38,admin,single,basic_6y,,2
539,33,self_employed,married,university_degree,0,2
540,55,self_employed,married,unknown,,2
541,36,blue_collar,single,basic_9y,,2
542,57,technician,married,professional_course,,2
543,32,entrepreneur,single,university_degree,0,1
544,30,self_employed,single,high_school,0,1
545,43,admin,married,professional_course,0,1
546,46,admin,married,university_degree,0,2
547,35,admin,divorced,high_school,0,2
548,34,admin,single,university_degree,0,1
549,50,blue_collar,married,basic_4y,,
550,39,admin,single,university_degree,0,2
551,39,blue_collar,married,basic_9y,,2
552,42,entrepreneur,married,basic_6y,0,2
553,57,retired,married,university_degree,0,1
554,45,blue_collar,married,basic_4y,,2
555,40,technician,married,basic_4y,0,2
556,42,blue_collar,married,high_school,0,2
557,40,technician,married,basic_4y,0,2
558,38,blue_collar,single,basic_4y,,2
559,39,blue_collar,married,basic_6y,,1
560,41,blue_collar,married,basic_4y,0,2
561,39,blue_collar,married,basic_6y,,1
562,41,blue_collar,married,basic_4y,0,1
563,45,admin,married,university_degree,,2
564,35,admin,divorced,university_degree,0,
565,35,admin,married,basic_6y,0,1
566,49,blue_collar,married,high_school,,2
567,36,technician,married,unknown,0,2
568,23,admin,single,university_degree,0,2
569,43,unemployed,married,university_degree,,
570,49,entrepreneur,married,professional_course,0,
571,36,technician,married,professional_course,0,
572,51,blue_collar,married,basic_9y,,1
573,56,retired,married,basic_4y,,1
574,45,housemaid,married,high_school,0,2
575,42,admin,married,high_school,0,2
576,41,admin,divorced,high_school,0,2
577,32,services,married,high_school,,2
578,46,management,married,university_degree,0,2
579,37,blue_collar,married,unknown,0,2
580,53,management,married,university_degree,,2
581,30,blue_collar,married,basic_4y,0,2
582,45,unknown,married,unknown,,2
583,24,technician,single,professional_course,0,2
584,45,unknown,married,unknown,,2
585,34,admin,single,university_degree,0,2
586,41,management,married,university_degree,,2
587,59,blue_collar,married,basic_4y,0,1
588,45,blue_collar,married,basic_4y,,2
589,54,blue_collar,married,basic_6y,,2
590,32,technician,married,professional_course,0,2
591,33,technician,married,professional_course,0,1
592,32,admin,married,university_degree,0,2
593,34,services,single,high_school,0,
594,46,management,married,university_degree,0,2
595,57,technician,married,professional_course,0,1
596,42,technician,married,basic_9y,0,2
597,48,admin,married,professional_course,0,1
598,58,admin,divorced,university_degree,,1
599,34,services,married,high_school,0,2
600,32,admin,single,university_degree,0,1
601,48,blue_collar,married,basic_9y,0,2
602,47,blue_collar,married,basic_9y,0,2
603,31,services,married,high_school,,2
604,32,admin,single,university_degree,0,1
605,32,admin,single,university_degree,0,2
606,36,services,married,high_school,0,2
607,53,blue_collar,married,basic_4y,,2
608,37,blue_collar,married,basic_9y,,2
609,50,services,married,high_school,0,2
610,46,blue_collar,married,basic_6y,0,1
611,41,admin,married,high_school,0,2
612,43,blue_collar,single,basic_4y,0,2
613,51,management,married,university_degree,0,1
614,38,admin,married,university_degree,0,1
615,41,technician,married,basic_6y,0,1
616,39,services,married,high_school,,2
617,52,blue_collar,married,basic_4y,0,2
618,37,technician,married,professional_course,0,1
619,41,admin,married,basic_9y,0,1
620,46,admin,divorced,university_degree,0,1
621,47,technician,married,professional_course,0,2
622,35,technician,married,professional_course,0,2
623,38,services,married,high_school,,2
624,30,blue_collar,single,unknown,0,1
625,46,blue_collar,married,basic_9y,0,1
626,30,technician,married,professional_course,0,2
627,35,services,single,basic_4y,0,2
628,58,admin,married,unknown,,1
629,40,technician,married,professional_course,0,2
630,34,technician,married,university_degree,0,2
631,30,admin,single,university_degree,0,2
632,38,services,married,basic_6y,0,2
633,55,management,single,basic_4y,0,2
634,55,management,married,university_degree,,1
635,45,technician,single,professional_course,0,1
636,36,admin,married,university_degree,0,1
637,32,admin,single,university_degree,0,2
638,35,technician,married,unknown,,1
639,55,management,divorced,university_degree,0,1
640,49,housemaid,married,basic_4y,,
641,29,admin,married,high_school,0,1
642,34,blue_collar,married,basic_4y,0,1
643,54,retired,married,high_school,,1
644,36,technician,single,professional_course,0,2
645,30,management,single,university_degree,0,1
646,33,housemaid,divorced,university_degree,0,2
647,37,blue_collar,married,high_school,0,2
648,36,technician,married,basic_9y,,1
649,33,blue_collar,married,high_school,0,2
650,32,housemaid,married,high_school,0,1
651,32,housemaid,married,high_school,0,2
652,50,blue_collar,married,basic_4y,,1
653,39,blue_collar,married,basic_9y,0,2
654,51,blue_collar,divorced,unknown,,1
655,33,services,married,high_school,0,2
656,33,services,married,basic_4y,0,2
657,56,management,married,university_degree,,2
658,39,management,divorced,university_degree,,1
659,33,self_employed,single,university_degree,0,2
660,59,retired,divorced,basic_4y,,2
661,42,admin,single,unknown,0,1
662,43,services,married,high_school,0,2
663,35,admin,married,university_degree,0,
664,46,blue_collar,married,basic_6y,,1
665,27,technician,married,basic_9y,0,2
666,47,admin,divorced,university_degree,0,1
667,31,admin,single,university_degree,0,2
668,32,blue_collar,married,basic_9y,0,1
669,54,admin,married,high_school,0,2
670,56,management,married,university_degree,,2
671,48,services,single,high_school,,1
672,44,admin,married,high_school,0,1
673,46,admin,married,high_school,0,2
674,45,services,married,high_school,0,1
675,43,admin,married,professional_course,0,2
676,40,admin,single,high_school,,2
677,56,management,married,university_degree,0,1
678,47,entrepreneur,married,professional_course,0,2
679,39,management,divorced,university_degree,,1
680,48,technician,married,basic_4y,,2
681,45,housemaid,married,professional_course,,1
682,36,self_employed,married,university_degree,0,2
683,49,management,married,professional_course,,1
684,46,services,married,high_school,0,2
685,38,blue_collar,married,basic_9y,0,1
686,50,housemaid,married,basic_4y,,1
687,27,admin,single,high_school,0,1
688,40,technician,married,professional_course,,1
689,46,management,married,university_degree,0,1
690,40,admin,divorced,university_degree,0,1
691,33,management,single,university_degree,0,2
692,54,retired,married,high_school,0,1
693,52,blue_collar,married,basic_4y,,1
694,53,admin,married,university_degree,,1
695,49,services,married,high_school,,2
696,42,blue_collar,married,basic_4y,,2
697,49,housemaid,married,basic_4y,0,2
698,40,entrepreneur,married,basic_9y,0,2
699,59,admin,married,university_degree,,2
700,51,self_employed,married,basic_9y,0,1
701,57,housemaid,married,basic_6y,,1
702,38,self_employed,divorced,basic_9y,0,1
703,52,self_employed,married,university_degree,0,2
704,26,unemployed,single,basic_9y,0,1
705,35,admin,married,university_degree,0,1
706,51,admin,married,university_degree,0,2
707,43,blue_collar,married,basic_4y,,1
708,42,admin,married,high_school,,1
709,60,retired,divorced,university_degree,,1
710,36,blue_collar,married,basic_9y,0,1
711,57,management,married,university_degree,,2
712,35,student,single,university_degree,,2
713,30,admin,married,university_degree,0,2
714,43,services,married,high_school,0,2
715,40,technician,married,basic_9y,0,2
716,45,technician,married,university_degree,0,2
717,56,retired,married,high_school,0,2
718,46,services,married,basic_6y,0,2
719,41,blue_collar,married,basic_4y,0,1
720,42,admin,married,university_degree,0,1
721,56,blue_collar,married,basic_4y,0,2
722,43,entrepreneur,married,basic_4y,0,1
723,34,blue_collar,married,basic_4y,0,2
724,38,services,married,high_school,0,1
725,40,technician,married,basic_9y,0,2
726,38,admin,married,high_school,0,2
727,48,entrepreneur,married,university_degree,0,1
728,27,blue_collar,married,basic_9y,,1
729,24,technician,single,professional_course,0,2
730,47,admin,single,unknown,,1
731,48,blue_collar,married,professional_course,,2
732,31,admin,single,high_school,0,1
733,39,self_employed,single,basic_4y,,1
734,41,technician,single,university_degree,,2
735,49,blue_collar,married,basic_4y,,1
736,56,retired,married,basic_4y,0,2
737,49,admin,married,high_school,0,2
738,47,unemployed,divorced,university_degree,0,2
739,44,blue_collar,married,unknown,,1
740,48,admin,divorced,high_school,0,2
741,55,housemaid,married,basic_4y,0,1
742,59,management,married,basic_4y,,1
743,44,technician,single,professional_course,0,1
744,46,blue_collar,married,basic_9y,0,2
745,39,blue_collar,divorced,basic_6y,,1
